State_ab,City,Zip_Code,Lat,Lon,Mean,Median,Stdev,sum_w
CA,Bieber,96009,41.199312,-120.956779,54602,300000,32641,37.8988659229674
CA,Blocksburg,95514,40.161347,-123.615729,24830,300000,14770,140.0
CA,Alpine,91901,32.842286,-116.756044,91662,79440,65636,2524.28805518864
CA,Watsonville,95076,36.959483,-121.781739,63761,48440,55214,620.110873436596
CA,Aptos,95003,36.991147,-121.892758,96841,82737,67911,1074.37648445388
CA,Arroyo Grande,93420,35.124305,-120.584854,81093,63124,62913,3757.19813633919
CA,Auburn,95603,38.895075,-121.076739,71164,52951,60295,3517.81296487666
CA,Bakersfield,93304,35.321213,-119.018291,71025,56986,57439,62475.4128091042
CA,Eureka,95503,40.765335,-124.178605,41404,31689,37090,805.41557902839
CA,Bella Vista,96008,40.651672,-122.256513,60891,54896,39884,576.705298264188
CA,Benton,93512,37.843606,-118.4899,33158,31129,17722,125.197201304273
CA,Big Bend,96011,41.011615,-121.930444,29530,19739,22104,51.399580435958
CA,Novato,94945,38.109893,-122.518376,132698,127534,71468,131.454210340656
CA,Bolinas,94924,37.917725,-122.709502,100173,76150,73456,241.254868165669
CA,Borrego Springs,92004,33.245398,-116.357035,41547,31028,31083,897.97910321573
CA,Brentwood,94513,37.935905,-121.718547,100640,92772,64768,7494.29857104342
CA,Buellton,93427,34.615497,-120.194237,80327,71623,55978,887.14110789953
CA,Oroville,95965,39.668804,-121.645889,78774,55666,52503,114.293737781304
CA,Calimesa,92399,33.987344,-117.054211,61578,45346,50889,2145.65704358819
CA,Cambria,93428,35.552479,-121.084527,78162,60687,56027,1536.92705566636
CA,Camptonville,95922,39.452065,-121.048719,45763,32833,48119,67.7974994781688
CA,Bodega Bay,94923,38.374452,-123.071859,32499,300000,1826,7.0
CA,Santa Maria,93455,34.837589,-120.531071,72668,300000,26981,16.3323021486756
CA,Cazadero,95421,38.527831,-123.109799,57388,41500,50971,87.5967863255906
CA,Covina,91724,34.102483,-117.856315,74506,62609,49426,1443.87355181399
CA,Chino,91710,33.978037,-117.657719,82439,72505,56415,9358.20926724084
CA,Clayton,94517,37.94032,-121.930076,135724,130312,75495,1170.29716196454
CA,Concord,94520,38.0254,-122.02806,67508,39905,59076,185.8945946976
CA,Colfax,95713,39.093799,-120.953222,62241,48972,48721,597.712204758276
CA,Compton,90220,33.894047,-118.227469,52186,43250,40688,15651.3500894229
CA,West Covina,91723,34.090475,-117.882143,77334,64833,55152,7877.27452465529
CA,Quincy,95971,39.868383,-120.690446,36865,26537,29934,77.6630243601567
CA,Daly City,94014,37.700941,-122.464979,88415,74953,62070,14227.3302497758
CA,Delano,93215,35.763183,-119.26356,46670,35348,36810,8089.25516016155
CA,Mckittrick,93251,35.244025,-119.603833,64762,38492,59874,74.463007671778
CA,Diamond Bar,91765,34.001573,-117.817601,101668,89518,68452,7349.17261461058
CA,Avery,95224,38.294369,-120.270062,94240,36578,87348,93.6311426449058
CA,Dublin,94568,37.716154,-121.896234,126995,119417,72770,5306.96934221662
CA,Hemet,92544,33.730139,-116.940992,59514,47505,48363,3515.86048737486
CA,Compton,90221,33.894834,-118.195587,55412,43934,43685,2192.07472129769
CA,San Luis Obispo,93401,35.210785,-120.605967,70959,300000,30348,42.3315821438778
CA,Elk Creek,95939,39.598678,-122.53232,43059,36830,25925,54.265528402987
CA,El Segundo,90245,33.917145,-118.401554,104661,86968,70772,2594.74876921529
CA,Escondido,92026,33.133053,-117.074043,67119,51007,55767,26781.6819926142
CA,Chowchilla,93610,37.077473,-120.193661,46256,31719,41939,298.785498504384
CA,Sonoma,95476,38.327504,-122.487137,67684,53517,59891,901.689843001601
CA,Flournoy,96029,39.928357,-122.446164,55519,52439,37852,26.965050156285
CA,New Pine Creek,97635,41.863301,-120.159395,39439,25955,35242,58.8642066260862
CA,Merced,95348,37.327717,-120.532114,49495,36846,45243,1455.98253085057
CA,Fresno,93730,36.984012,-119.70806,33535,18417,34551,126.397873699243
CA,Stockton,95215,37.963697,-121.22961,45384,38763,31249,2121.73362506411
CA,Gilroy,95020,37.006407,-121.585321,94368,81326,67204,6759.37216898269
CA,Downieville,95936,39.552354,-120.893102,21163,30485,13700,21.3318666666667
CA,Westley,95387,37.564951,-121.179463,46187,27144,47208,191.627368924625
CA,Greenville,95947,40.133603,-120.945333,40839,27678,41290,411.155847144079
CA,Gustine,95322,37.254514,-120.99487,55566,38476,48129,1306.72296658336
CA,Vacaville,95688,38.420393,-121.950842,107548,88891,67964,331.13872598453
CA,Herald,95638,38.288434,-121.231034,105322,116734,59006,112.820231068841
CA,Highland,92346,34.113473,-117.165729,71416,53373,58733,8813.00614730641
CA,Twentynine Palms,92227,34.273019,-116.414529,38162,26647,35631,1055.96573004793
CA,Huntington Beach,92648,33.690569,-118.00933,98804,83908,69678,31761.5594952181
CA,Ione,95640,38.36003,-120.944343,67768,50637,55281,1656.28948598802
CA,Jamul,91935,32.721063,-116.863036,116516,111367,64817,633.919828978289
CA,Jurupa Valley,92509,34.002591,-117.467612,66953,57050,50640,14036.3835295529
CA,Kenwood,95452,38.415407,-122.538753,102857,300000,73360,244.456188914752
CA,Truckee,96161,39.320997,-120.438309,69749,300000,5981,4.33275551703447
CA,Ladera Ranch,92694,33.549356,-117.641503,146539,137452,77834,2023.40886104408
CA,Chester,96020,40.257771,-121.146958,105321,76530,81893,128.392498509608
CA,Redding,96003,40.903436,-122.399658,54704,31295,54483,182.826616317211
CA,Aguanga,92536,33.518735,-116.812103,64425,69282,33988,131.15732519037
CA,Riverdale,93656,36.437717,-119.932208,53317,300000,65690,55.1990043851812
CA,Lebec,93243,34.844614,-118.899237,50166,300000,41056,281.525847724549
CA,Barstow,92311,34.885199,-117.108326,45143,37956,31897,851.074339590326
CA,Lindsay,93247,36.208216,-119.08968,40664,30077,37152,2561.34802249387
CA,Livingston,95334,37.387281,-120.724943,57266,51069,42662,2075.74165232159
CA,Ben Lomond,95005,37.114619,-122.052768,89332,62885,73377,246.089159987394
CA,Mountain View,94040,37.368538,-122.096629,159081,173800,86393,2823.20221403721
CA,Lost Hills,93249,35.632801,-119.677762,36199,30997,22659,426.693991054185
CA,Mcarthur,96056,41.041995,-121.40524,62566,43080,47125,97.2595660881226
CA,Madera,93637,36.963983,-120.080243,49807,40326,39810,11750.3165919847
CA,Eureka,95502,40.850897,-124.163193,46160,31868,43754,264.726805561
CA,Jackson,95642,38.362045,-120.803077,42633,300000,36037,53.9647596494553
CA,Merced,95340,37.305695,-120.477871,51987,36937,46907,17272.4150859632
CA,Herlong,96113,40.149446,-120.370205,123055,300000,71595,20.330391844826
CA,Lompoc,93438,34.688779,-120.43975,103219,83492,73625,478.171809765134
CA,Monrovia,91016,34.163997,-117.984612,86051,70785,65240,6344.81022422577
CA,Turlock,95313,37.526814,-121.011487,22499,300000,1826,22.0
CA,Twentynine Palms,92277,34.072377,-116.562727,48547,33293,48459,1107.29956537523
CA,Martinez,94553,38.00924,-122.116855,67025,50450,53449,618.979778890032
CA,San Bernardino,92411,34.156059,-117.346405,44076,35849,36861,1830.54404541921
CA,Tulelake,96134,41.888731,-121.360249,22615,16194,19484,94.1578832283228
CA,Norco,92860,33.925519,-117.551958,97832,86829,66154,2962.49032742571
CA,Richmond,94801,37.965271,-122.370668,50937,31359,53493,759.669657511477
CA,Oak Hills,92344,34.389944,-117.403108,87622,71797,59360,1374.54405869257
CA,Oceano,93445,35.101608,-120.608217,54837,48931,42496,1648.56072397654
CA,Weldon,93283,35.67022,-118.227163,39841,29148,43934,221.297243983359
CA,Oroville,95966,39.49362,-121.483755,59644,48663,50221,2043.26963612268
CA,Palm Desert,92260,33.737797,-116.36372,71209,53175,60825,13853.0355248302
CA,Paramount,90723,33.898883,-118.166629,55116,45286,41505,8982.71182402727
CA,Visalia,93292,36.379521,-119.295604,50731,32526,43675,367.021939815174
CA,Petaluma,94952,38.242253,-122.628631,91924,79519,64791,9693.84405156622
CA,King City,93930,36.172072,-121.143013,75691,59995,51853,310.952735595486
CA,Piru,93040,34.406921,-118.799572,57660,48204,35144,355.186836418265
CA,Santa Cruz,95062,36.959718,-121.970036,80553,56067,64635,1481.96209548362
CA,Benicia,94510,38.044542,-122.184944,104845,300000,43214,54.9953598143926
CA,Ramona,92065,33.045619,-116.877515,77090,65343,55980,3391.37583863163
CA,Corning,96021,40.004003,-122.42834,37053,28386,30944,669.979119596773
CA,Redwood Valley,95470,39.268548,-123.202758,84082,83217,38317,202.643494183249
CA,Rio Dell,95562,40.495591,-124.11493,45122,36946,37398,940.829169201731
CA,Somerset,95684,38.545423,-120.747469,48136,300000,10142,96.4970497049705
CA,Lomita,90717,33.780959,-118.325312,143582,140323,84725,834.749838760317
CA,Ross,94957,37.963815,-122.561569,164985,184260,84272,191.383542047683
CA,Sacramento,95816,38.566592,-121.468632,64615,49743,55451,106035.136999912
CA,Upland,91784,34.15642,-117.658705,107195,92987,69393,429.971534072399
CA,San Dimas,91773,34.107957,-117.808529,91998,79150,65569,5521.87784109802
CA,San Juan Capistrano,92675,33.500581,-117.654433,95567,74019,75480,5502.35620907494
CA,San Miguel,93451,35.753406,-120.692396,62308,49204,50986,456.715880130352
CA,Santa Cruz,95060,36.974385,-122.035268,80113,62204,68648,11162.0187285686
CA,San Rafael,94903,38.005569,-122.502811,97244,87362,71020,735.956044290445
CA,Shingletown,96088,40.506094,-121.855665,52956,46292,37775,674.112794177836
CA,Helendale,92342,34.75011,-117.345998,73676,68209,47124,1105.87662259682
CA,South Gate,90280,33.944159,-118.192761,54149,42954,41327,15639.6822032632
CA,Ravendale,96123,40.655664,-120.78626,60188,300000,25016,59.997119807453
CA,Palo Alto,94304,37.427021,-122.167747,89161,48662,87102,1727.77131036844
CA,Porterville,93257,36.143436,-119.061469,33647,25143,27845,650.344957615733
CA,Taft,93268,35.13375,-119.47114,57445,61051,38812,496.766928759181
CA,Shoshone,92384,35.820581,-116.205051,24696,11792,21600,44.1623832783278
CA,Terra Bella,93270,35.956727,-119.032841,38206,29463,31173,476.120801639695
CA,Tracy,95376,37.724597,-121.445538,87689,76613,56410,10926.3478599964
CA,Tulare,93274,36.199366,-119.341921,58613,46466,47634,11625.2201522318
CA,Castaic,91384,34.450423,-118.671784,80845,72205,53806,319.746397064502
CA,Azusa,91702,34.098229,-117.923815,82224,76099,46663,1882.59780513802
CA,Walnut,91789,34.037195,-117.855606,108837,100267,70014,3297.82470351985
CA,Torrance,90502,33.823139,-118.293685,79017,63800,58101,3661.26919096357
CA,Los Angeles,90047,33.941679,-118.301838,39928,26090,41109,7649.30215764366
CA,Wheatland,95692,39.031163,-121.389996,64580,60943,48120,688.800441516865
CA,Willow Creek,95573,40.939131,-123.636666,35613,35444,27148,527.159558418158
CA,Lake Isabella,93240,35.71497,-118.472683,52875,44008,40482,674.481654269862
CA,Kensington,94708,37.9094178,-122.2748795,141291,300000,68996,86.3600384762934
CA,Crescent City,95531,41.7597759,-124.1632913,56914,46533,56987,420.008959869497
CA,Fort Dick,95538,41.8536708,-124.1663143,65856,56124,45132,295.053845455003
CA,South Lake Tahoe,96150,38.9314741,-119.9613705,68506,58839,49757,213.32063425976
CA,Cool,95614,38.8279567,-121.0265108,93996,74907,64056,368.008216134753
CA,El Dorado Hills,95762,38.737015,-121.0874235,135569,300000,76906,346.441344865985
CA,Bakersfield,93307,35.3613217,-118.9879161,26342,18277,23523,1260.37518897735
CA,Cameron Park,95682,38.662649,-121.012167,122054,121110,67834,169.04802608112
CA,Placerville,95667,38.7187575,-120.8955514,94510,86770,61106,319.283991817198
CA,Grizzly Flat,95636,38.6035985,-120.5343814,80195,32216,83414,394.75479414408
CA,Fresno,93721,36.7276566,-119.7762088,31331,27171,20701,282.990106464695
CA,Pasadena,91107,36.743063,-119.7933565,26936,24459,35385,275.486991279271
CA,Fresno,93706,36.717769,-119.8042772,32195,18241,37370,328.847132994902
CA,Bakersfield,93311,35.3307397,-119.1012475,101564,91187,67621,1073.41915114599
CA,Fresno,93725,36.7026849,-119.7410277,37775,32819,26587,409.351904259377
CA,Fresno,93727,36.7433669,-119.6911739,114884,300000,74827,106.32766955823
CA,Fowler,93625,36.6433218,-119.6486262,68012,41889,62116,462.95253784086
CA,Fresno,93728,36.7590503,-119.8157426,37213,23315,33954,270.961648513159
CA,Fresno,93703,36.758343,-119.7810169,46000,21914,57257,245.88983599387
CA,Fresno,93702,36.7540821,-119.7634759,25363,24284,15385,490.890548131959
CA,Clovis,93612,36.7976616,-119.7203949,47015,46353,31916,380.115924793424
CA,Fresno,93704,36.7721367,-119.8108607,100401,75728,79845,121.76030197102
CA,Fresno,93723,36.7715437,-119.9090389,96454,300000,68054,107.828564434638
CA,Fresno,93722,36.7590347,-119.8712115,69094,53793,50023,303.555596454041
CA,Kerman,93630,36.7082365,-120.1192112,45548,29538,56260,275.95596519927
CA,Fresno,93705,36.7971891,-119.8544515,61762,58859,37473,186.692030902446
CA,Fresno,93711,36.8300614,-119.8311865,99856,83707,74372,173.257371317488
CA,Fresno,93720,36.8448123,-119.7744453,51513,43176,40207,856.058976607457
CA,Fresno,93710,36.8301689,-119.7903034,42661,30873,31674,587.657638604219
CA,Fresno,93726,36.786884,-119.7814652,60998,46592,46675,307.193061053992
CA,Clovis,93611,36.8446768,-119.7018656,94931,89265,57837,182.886095963128
CA,Clovis,93619,36.8804748,-119.6918625,105422,300000,65384,34.6634396069206
CA,Sanger,93657,36.7700677,-119.5155966,77299,43682,72082,120.629892577901
CA,Bakersfield,93312,35.3907396,-119.1188797,76076,68372,48584,588.093355549122
CA,Big Creek,93605,37.2235798,-119.0008343,91840,300000,48267,37.5308261097685
CA,Tollhouse,93667,36.9057665,-119.3805297,107612,95137,70383,253.020427278864
CA,Orange Cove,93646,36.6466582,-119.3274871,36480,22455,38995,589.788949138053
CA,Reedley,93654,36.6045254,-119.4393739,82535,73293,57919,99.6569247661454
CA,Parlier,93648,36.5995049,-119.4974354,61962,300000,41359,134.997919916797
CA,Selma,93662,36.5935943,-119.6260162,58925,300000,31751,215.524516272997
CA,Kingsburg,93631,36.5460501,-119.5391568,124958,108583,77787,162.52220566651
CA,Shafter,93263,35.4961858,-119.2738672,39209,31614,34188,1116.12638762095
CA,Raisin City,93652,36.580566,-119.9430164,46691,35472,39922,165.861799971802
CA,Five Points,93624,36.3151691,-120.0929313,29663,23824,25695,485.918472762611
CA,Coalinga,93210,36.1419126,-120.3512512,95126,89163,55806,171.254634603672
CA,Mendota,93640,36.804879,-120.398557,40404,36615,20349,222.325610715151
CA,Firebaugh,93622,36.8586926,-120.5139877,59164,56349,45351,164.755059585369
CA,Hamilton City,95951,39.7212958,-122.0413986,47707,33487,37030,384.089104628352
CA,Eureka,95501,40.7846083,-124.1798708,85033,73345,55356,134.260498834777
CA,Mcfarland,93250,35.6738272,-119.2425798,38045,31876,30117,1684.43825484621
CA,Arcata,95521,40.8875919,-124.0989799,40289,28788,34802,516.346808835641
CA,Trinidad,95570,41.1893421,-124.0324312,59154,49556,47634,180.757987227582
CA,Mckinleyville,95519,40.9375951,-124.11228,48106,45774,35048,600.809673474861
CA,Fortuna,95540,40.6865049,-124.1567492,68994,59364,50520,520.776650465778
CA,Bridgeville,95526,40.5020364,-123.7971626,50321,33497,52524,152.494187115231
CA,Scotia,95565,40.4366309,-124.0525212,64765,47670,54003,275.49200481666
CA,Hoopa,95546,41.0933707,-123.6734419,42756,25831,50343,397.616536398181
CA,Oakland,94606,37.7408161,-122.1621741,69451,63541,51804,745.931879981731
CA,Holtville,92250,32.8156455,-115.3745809,41460,18600,48430,311.259343783525
CA,Imperial,92251,32.8655904,-115.557135,82874,76449,40653,582.09040975389
CA,El Centro,92243,32.7756534,-115.4937384,48768,36209,45607,340.190571927171
CA,Calexico,92231,32.6773523,-115.4776599,70533,60898,59628,503.980040219349
CA,Seeley,92273,32.9323193,-115.9218139,40304,23203,36262,63.7978630783746
CA,Bishop,93514,37.3448147,-118.2425035,91625,84997,51673,172.582252627777
CA,Independence,93526,36.9449466,-117.9007638,64939,49379,48774,432.250369068548
CA,California City,93505,35.1220493,-118.007949,57977,42618,46357,1052.79672032982
CA,Bakersfield,93308,35.4294346,-119.0170134,47383,35774,37755,500.450556899868
CA,Bakersfield,93305,35.3976684,-118.9953155,61146,52669,41103,155.427362116303
CA,Bakersfield,93306,35.4050159,-118.9631285,64345,59094,49723,269.810772761761
CA,Tehachapi,93561,34.9750866,-118.5949931,79435,59562,61561,1122.77666791824
CA,Bakersfield,93309,35.3601532,-119.0495029,56318,42479,45251,672.808302470187
CA,Bakersfield,93313,35.3070654,-119.0655635,54283,46767,42202,191.824276435383
CA,Hanford,93232,36.3547616,-119.6700353,94000,88623,63042,1148.98216533395
CA,Wasco,93280,35.5738555,-119.3509151,47921,38561,37204,348.325999817299
CA,Ridgecrest,93555,35.7285096,-117.7286899,37548,24519,37365,355.387584163962
CA,Inyokern,93527,35.5741443,-117.8252583,125966,300000,61427,285.645405867114
CA,Hanford,93230,36.2324904,-119.6239493,69956,53963,59129,510.213206538927
CA,Rosamond,93560,34.8581565,-118.1560393,57877,65076,33164,204.221263155362
CA,Arvin,93203,35.2236273,-118.83337,53026,38595,42781,356.154241561361
CA,Lamont,93241,35.2692638,-118.9121193,39654,35419,30571,384.385340052999
CA,Lemoore,93245,36.2769538,-119.769357,84148,74559,57437,320.813919280066
CA,Lakeport,95453,39.0412302,-122.9626051,50565,42087,42791,1071.99416736994
CA,Corcoran,93212,36.1028669,-119.5738328,48378,31305,48265,162.988842544278
CA,Avenal,93204,35.9068415,-120.0768232,0,0,0,0.0
CA,Clearlake Oaks,95423,39.081678,-122.575206,46508,28512,41103,307.517044411196
CA,Clearlake,95422,38.9565553,-122.6403151,41732,27038,39758,339.48898982059
CA,Kelseyville,95451,38.8709539,-122.7736029,61941,55303,46728,337.847809489169
CA,Susanville,96130,40.4793843,-120.5970677,60707,59703,41137,186.124489388751
CA,Janesville,96114,40.276377,-120.5441538,72742,56751,57194,152.454760094109
CA,Tujunga,91042,34.2529724,-118.2907309,54587,33774,57058,653.379822132649
CA,Sunland,91040,34.2633843,-118.3073883,87333,300000,59325,119.192983201913
CA,Pacoima,91331,34.2731497,-118.39857,41633,36414,32712,477.013635250911
CA,Lake View Terrace,91342,34.2912875,-118.3931176,45536,33087,39032,235.361796915566
CA,Litchfield,96117,40.4420615,-120.3653805,78642,62733,63866,253.81660812024
CA,Granada Hills,91344,34.2863224,-118.5070136,116540,300000,60870,123.555892700464
CA,Northridge,91326,34.2864236,-118.5400017,149418,300000,62264,114.95329001298
CA,Mission Hills,91345,34.2593157,-118.4495333,84635,300000,45923,98.7587528668993
CA,Sun Valley,91352,34.2161873,-118.3453981,88535,76038,63715,567.098162630969
CA,Northridge,91325,34.2539511,-118.5128425,80195,61041,64552,631.995935783953
CA,Chatsworth,91311,34.2606831,-118.6024264,100529,90602,72354,157.821318508101
CA,West Hills,91304,34.2269621,-118.6012202,51265,41995,36970,806.334479148953
CA,Canoga Park,91306,34.222799,-118.5807188,97358,300000,61605,204.21924453258
CA,Northridge,91324,34.2441108,-118.5382749,54102,44427,46815,720.108088191377
CA,North Hills,91343,34.2429089,-118.478874,97155,85144,54813,163.553137670978
CA,Berkeley,94707,37.8911093,-122.2813663,137482,133190,83451,519.560410387007
CA,Panorama City,91402,34.2371667,-118.4458757,55225,42001,50746,533.851607507821
CA,North Hollywood,91605,34.2114871,-118.3928771,37221,26032,32621,658.179309588061
CA,North Hollywood,91606,34.192132,-118.365403,54091,41169,48898,610.717385826171
CA,Van Nuys,91401,34.1774941,-118.4162038,70527,54369,56721,448.349753886355
CA,North Hollywood,91601,34.1757824,-118.3833988,61317,40557,58940,374.789783274717
CA,Sherman Oaks,91423,34.1631392,-118.4158172,99722,78022,73680,291.453068739263
CA,Van Nuys,91405,34.2043745,-118.4301703,47449,37333,52037,806.765846238198
CA,Van Nuys,91406,34.2102531,-118.4782103,51373,39263,49925,224.827824826586
CA,Van Nuys,91411,34.1921963,-118.4576889,27295,22542,18868,297.655355319238
CA,Downey,90242,34.3263984,-118.4796123,84852,76695,54083,734.157000118399
CA,Reseda,91335,34.2145917,-118.5316957,66388,59693,51488,529.511163477319
CA,Canoga Park,91303,34.2026924,-118.5855271,93502,88567,55234,118.39312956761
CA,West Hills,91307,34.1886366,-118.6174552,96502,89857,64295,210.051703604315
CA,Woodland Hills,91367,34.1661153,-118.6402345,102316,72104,81025,334.046590674206
CA,Woodland Hills,91364,34.1634518,-118.5976927,74477,44205,68752,250.121740428208
CA,Encino,91316,34.1754113,-118.5117181,99682,300000,61115,142.257585724229
CA,Encino,91436,34.1365758,-118.5094499,179773,183484,65778,36.726918082648
CA,Sherman Oaks,91403,34.1519021,-118.4426826,80261,63169,55187,411.27744497839
CA,North Hollywood,91602,34.152183,-118.3866139,108180,76209,89557,247.623525607008
CA,Studio City,91604,34.1476412,-118.40678,81124,300000,63247,239.256566140989
CA,Los Angeles,90041,34.145267,-118.2043861,88527,59408,72801,206.020315664328
CA,Los Angeles,90042,34.1199723,-118.1892861,56625,49009,36976,270.156336772647
CA,Los Angeles,90017,34.1001272,-118.2316884,62747,58114,45685,127.324812960949
CA,Los Angeles,90065,34.1284623,-118.2299818,104280,300000,76321,108.195253757941
CA,Los Angeles,90027,34.1124175,-118.2723964,71281,64881,51608,253.58398332998
CA,Los Angeles,90028,34.1112674,-118.3093146,123433,83180,91067,173.488443686273
CA,Los Angeles,90068,34.1319418,-118.3345237,122950,98295,80867,138.651642606009
CA,Los Angeles,90046,34.1025152,-118.3477123,71807,46897,67637,859.261799950546
CA,Los Angeles,90029,34.0929287,-118.304794,41109,28797,35748,736.248646303712
CA,Los Angeles,90038,34.0852963,-118.3277048,58909,47458,47588,266.055514603926
CA,Los Angeles,90004,34.079869,-118.3068568,54342,37893,50701,526.487680560297
CA,Los Angeles,90026,34.0916923,-118.2740531,109647,93139,74336,200.150116204954
CA,Los Angeles,90031,34.0700703,-118.1996896,44460,27902,38095,455.451180725339
CA,Los Angeles,90032,34.0948043,-118.1743332,57923,38818,59471,160.12288599229
CA,Los Angeles,90033,34.059079,-118.1964766,44291,300000,49724,126.032676611661
CA,Los Angeles,90063,34.0449856,-118.1955756,56085,52980,32873,153.690633178906
CA,Los Angeles,90015,34.0175004,-118.1974975,44018,36291,32404,360.455645922668
CA,Los Angeles,90012,34.0592851,-118.2395097,29299,15956,32360,767.466311883168
CA,Los Angeles,90057,34.0637659,-118.2691298,34427,22191,31842,499.327991652806
CA,Los Angeles,90005,34.0529626,-118.2819584,33119,25809,27321,301.456278368676
CA,Los Angeles,90010,34.0653405,-118.3184531,84137,300000,68849,162.72743012249
CA,Los Angeles,90019,34.0494541,-118.3215149,64429,42865,64289,438.855677298082
CA,Los Angeles,90006,34.0508743,-118.2978915,38042,28469,28015,469.258521432252
CA,Los Angeles,90036,34.0748535,-118.348502,91974,300000,88846,214.696283220149
CA,Beverly Hills,90211,34.0729596,-118.3800926,83580,60080,67837,369.112048026659
CA,Los Angeles,90016,34.0427467,-118.3548171,36483,25753,30278,433.983797440849
CA,Los Angeles,90056,34.0326941,-118.3230172,53101,38801,48642,577.747848715524
CA,Los Angeles,90007,34.0435736,-118.2960214,43755,38672,29764,511.488387216098
CA,Los Angeles,90018,34.0384431,-118.3090474,59581,37415,61162,229.885517111301
CA,Los Angeles,90011,34.0218419,-118.2570623,37079,25700,36339,296.059569128755
CA,Los Angeles,90058,33.9992469,-118.2432565,27709,21613,21297,131.492549841653
CA,Los Angeles,90062,34.0145548,-118.3129995,45723,38509,30133,340.92403464811
CA,Los Angeles,90037,34.0073136,-118.2893576,27902,24958,24136,307.412940368598
CA,Los Angeles,90044,33.9920924,-118.2979984,40317,27101,39650,538.98847662136
CA,Los Angeles,90008,34.0120868,-118.3214867,80654,70607,58446,118.627739859549
CA,Los Angeles,90043,33.9872213,-118.3276852,50194,31219,54157,160.362216910366
CA,Inglewood,90305,33.963628,-118.3111989,49347,34421,43056,364.681809348529
CA,Los Angeles,90001,33.9729857,-118.2628927,36769,30036,30034,254.659090939262
CA,Los Angeles,90003,33.966092,-118.2752631,37936,34678,22619,415.588172305013
CA,Los Angeles,90002,33.9470153,-118.2593919,26815,18303,26115,293.855487863956
CA,Los Angeles,90059,33.932376,-118.2502423,23353,12486,22296,264.844974397852
CA,Los Angeles,90077,34.108023,-118.4569642,166585,300000,100375,69.3308586359454
CA,Los Angeles,90049,34.0918093,-118.508627,189728,300000,84217,73.6256548331889
CA,Pacific Palisades,90272,34.040805,-118.5419865,130804,118247,89940,530.701152331712
CA,Los Angeles,90024,34.0668275,-118.4364091,103013,91139,88538,319.067006850816
CA,Los Angeles,90025,34.0525736,-118.4245499,112470,97041,75401,411.863266600641
CA,Los Angeles,90035,34.0387217,-118.4441579,86354,77492,65205,487.808210205129
CA,Los Angeles,90034,34.043325,-118.404305,201716,300000,73283,36.9628192329642
CA,Los Angeles,90064,34.0444598,-118.4122005,165946,300000,84616,78.6952556755205
CA,Los Angeles,90066,34.0166822,-118.4382414,139846,116703,80004,55.7609473673272
CA,Venice,90291,34.0034847,-118.4597995,127023,117987,84722,135.69122806865
CA,Marina Del Rey,90292,33.9832035,-118.4661393,129091,94781,80712,156.417921841356
CA,Berkeley,94703,37.8573281,-122.2842016,77898,64599,63168,856.424951600231
CA,Los Angeles,90230,33.9979789,-118.4112469,59922,300000,45972,308.993144047158
CA,Los Angeles,90045,33.9668881,-118.4095017,113745,107969,72873,135.653732834205
CA,Playa Del Rey,90293,33.9558339,-118.4365003,86856,71650,63594,590.087278574824
CA,Gardena,90247,33.8771395,-118.286709,50930,35604,49082,126.928789643834
CA,Torrance,90501,33.8308864,-118.30513,71178,63008,50150,309.513678745164
CA,Harbor City,90710,33.7926172,-118.3043149,64107,48109,47672,486.085286783772
CA,Wilmington,90744,33.7957797,-118.2475763,48199,31470,44589,112.227714989069
CA,San Pedro,90731,33.7410279,-118.2837798,68164,55848,62112,290.247458150934
CA,San Pedro,90732,33.7208388,-118.3228117,125147,300000,65068,68.6595868225649
CA,La Crescenta,91214,34.2283768,-118.2386852,103793,86533,66206,208.247095272502
CA,Glendale,91208,34.2083519,-118.2370026,99322,300000,55854,103.261090862725
CA,Glendale,91202,34.1812932,-118.2602776,125819,113952,88892,415.973632551742
CA,Glendale,91206,34.1622943,-118.2471275,71613,300000,51090,480.915361957827
CA,Glendale,91201,34.1752478,-118.2869319,78126,70374,55194,180.487951783432
CA,Glendale,91203,34.1492141,-118.2597025,65155,34908,67101,503.852492402166
CA,Glendale,91205,34.1488475,-118.2387735,56184,39268,51757,1074.43555397221
CA,Glendale,91204,34.1446832,-118.2632444,86436,55120,74657,528.84854727098
CA,Burbank,91501,34.1865849,-118.2959084,95896,76779,73577,273.378738486311
CA,Burbank,91504,34.1946547,-118.3394509,71316,63799,48326,142.29000986798
CA,Burbank,91502,34.1811419,-118.3067629,47878,35793,34513,791.24494520259
CA,Pasadena,91101,34.1813842,-118.3309896,67988,43316,55087,259.259807973726
CA,Burbank,91505,34.1856903,-118.3546268,93727,300000,56108,150.555679220362
CA,Burbank,91506,34.1617644,-118.3200887,92215,300000,73321,204.492140093137
CA,San Fernando,91340,34.2897466,-118.4345092,69910,66670,43702,129.989232331288
CA,Glendora,91741,34.1611292,-117.8641751,135047,300000,79740,223.718336755635
CA,Glendora,91740,34.1234558,-117.8541745,69703,300000,66021,185.860345470554
CA,Pomona,91767,34.1001078,-117.741743,72283,67063,52393,521.209394233562
CA,Claremont,91711,34.087518,-117.7249199,80489,75939,57703,317.683692353967
CA,Pomona,91768,34.0617068,-117.7658059,39659,30306,33027,398.723909456775
CA,Pomona,91766,34.0483607,-117.7322415,50018,47010,29533,402.317532571052
