Name,Type,Address,Zip Code
384,bbq,1708SWesternAve,90006
385,hotdogs,4292CrenshawBlvd,90008
386,chicken_wings,6909LaTijeraBlvd,90045
387,hotdogs,1461SLaCienegaBlvd,90035
388,hotdogs,2801CrenshawBlvd,90016
389,fooddeliveryservices,4067WPicoBlvd,90019
390,mexican,8665WashingtonBlvd,90232
391,hotdog,4601WPicoBlvd,90019
392,burgers,5817CrenshawBlvd,90043
393,hotdogs,1833SLaCienegaBlvd,90035
394,burgers,2915WVernonAve,90008
395,hotdogs,3995SWesternAve,90062
396,mexican,8905VeniceBlvd,90034
397,burgers,3650MLKBlvd,90008
398,hotdogs,1604SLaBreaAve,90019
399,pizza,4356LeimertBlvd,90008
400,korean,3959WilshireBlvd,90010
401,chicken_wings,361SWesternAve,90020
402,chicken_wings,698SVermontAve,90005
403,chickenshop,3516W8thSt,90005
404,salad,6805MelroseAve,90038
405,pizza,3900WilshireBlvd,90010
406,burgers,3601W3rdSt,90020
407,burgers,1231SLaBreaAve,90019
408,mexican,5515WilshireBlvd,90036
409,hotdogs,6300SantaMonicaBlvd,90038
410,burgers,5550WilshireBlvd,90036
411,chicken_wings,450SWesternAve,90020
412,hotdog,709NLaBreaAve,90038
413,chickenshop,3462WilshireBlvd,90010
414,hotdogs,695SWesternAve,90005
415,chicken_wings,3003WOlympicBlvd,90006
416,burgers,2575WPicoBlvd,90006
417,burgers,5201WilshireBlvd,90036
418,korean,3250WOlympicBlvd,90006
419,bbq,1708SWesternAve,90006
420,hotdogs,7009SunsetBlvd,90028
421,hotdogs,501SWestern,90020
422,chicken_wings,207SVermontAve,90004
423,hotdog,450SWesternAve,90020
424,tradamerican,3600W6thSt,90020
425,hotdogs,6254LexingtonAvenue,90038
426,sandwiches,7111MelroseAve,90046
427,foodtrucks,1515SLaBreaAve,90019
428,hotdogs,6750WSunsetBlvd,90028
429,chickenshop,1523NLaBreaAve,90028
430,mexican,800SouthLaBreaAve,90036
431,hotdogs,459SVermontAve,90020
432,southern,1262CrenshawBlvd,90019
433,chicken_wings,1551W7thSt,90017
434,hotdog,3619WOlympicBlvd,90019
435,latin,764SWesternAve,90005
436,asianfusion,4220BeverlyBlvd,90004
437,burgers,217NLarchmontBlvd,90004
438,sandwiches,1300NHighlandAve,90028
