,Name,Type,Address,Zip Code
13429,"('Taco Bell',)",mexican,1757Waukegan,60025
13430,"('Currito',)",salad,2141WillowRd,60025
13431,"('La Taquiza',)",mexican,2661NShermerRd,60062
13432,"(""Culver's"",)",hotdogs,7310WDempsterSt,60053
13433,"('Noori',)",chicken_wings,8901NMilwaukeeAve,60714
13434,"(""Grandpa's Place"",)",tradamerican,1868PrairieSt,60025
13435,"('Popeyes Louisiana Kitchen',)",chicken_wings,6939GolfRd,60053
13436,"('Burger King',)",burgers,1834WaukeganRd,60025
13437,"('Taco Bell',)",hotdogs,9870NMilwaukee,60016
13438,"(""Jersey Mike's Subs"",)",sandwiches,2149WillowRd,60025
13439,"('Doore Chicken',)",chickenshop,8901NMilwaukeeAve,60714
13440,"(""McAlister's Deli"",)",delis,9465NMilwaukeeAve,60714
13441,"('Charcoal Flame Grill',)",greek,6800DempsterSt,60053
13442,"('Chipotle Mexican Grill',)",mexican,2341WillowRd,60025
13443,"(""McDonald's"",)",hotdogs,9815NMilwaukeeAve,60016
13444,"('Kickin Burgers & Wings',)",burgers,9196WGolfRd,60714
13445,"('Panda Express',)",chinese,9347NMilwaukeeAve,60714
13446,"('Cultura Subs',)",sandwiches,9432WaukeganRd,60053
13447,"('Panda Express',)",chinese,2145WillowRoad,60025
13448,"('Plateia Mediterranean Kitchen Bar',)",bars,9860NMilwaukeeAve,60016
13449,"('Cafe El Tapatio',)",mexican,9707NMilwaukeeAve,60025
13450,"('Wingstop',)",chicken_wings,8484WGolfRd,60714
13451,"(""Arby's"",)",hotdogs,7001WDempsterSt,60714
13452,"(""McDonald's"",)",hotdogs,8460DempsterAve,60714
13453,"('Buffalo Wild Wings',)",chicken_wings,1018WillowRd,60062
13454,"('Chipotle Mexican Grill',)",mexican,8488WGolfRd,60714
13455,"('Omega Restaurant & Bakery',)",bakeries,9100WGolfRd,60714
13456,"('Little Caesars Pizza',)",pizza,3248GlenviewRoad,60025
13457,"('Wildfire',)",tradamerican,1300PatriotBlvd,60026
13458,"('Panera Bread',)",sandwiches,9400NMilwaukeeAvenue,60714
13459,"(""Jimmy John's"",)",sandwiches,2863PfingstenRd,60026
13460,"(""Jimmy John's"",)",sandwiches,9641NMilwaukeeAve,60714
13461,"(""Wendy's"",)",hotdogs,2570Dempster,60016
13462,"('La Taquiza Y Mas',)",mexican,2841PfingstenRd,60026
13463,"(""Jimmy John's"",)",sandwiches,1746GlenviewRd,60025
13464,"(""McDonald's"",)",burgers,6309WDempsterSt,60053
13465,"('Egg Harbor Café',)",breakfast_brunch,TheGlenGatewayShops,60025
13466,"('Burger King',)",hotdogs,7133WDempster,60714
13467,"(""Hackney's On Lake"",)",burgers,1514ELakeAve,60025
13468,"('Los Comales Niles',)",mexican,9055NMilwaukeeAve,60714
13469,"('Potbelly Sandwich Shop',)",sandwiches,984WillowRd,60062
13470,"(""Emil's"",)",tradamerican,161CenterSt,60030
13471,"('Panera Bread',)",sandwiches,254EastRollinsRoad,60073
13472,"('Taco Bell',)",hotdogs,306WRollinsRd,60073
13473,"(""Scotty's Hotdogs"",)",hotdog,1016NCedarLakeRd,60073
13474,"('Pizza Hut',)",pizza,914ERollinsRd,60073
13475,"('Burger King',)",burgers,250WRollinsRd,60073
13476,"(""McDonald's"",)",hotdogs,774RollinsRd,60073
13477,"(""Arby's"",)",hotdogs,776ERollinsRd,60073
13478,"(""McDonald's"",)",hotdogs,1275NRt83,60030
13479,"(""Jimmy John's"",)",sandwiches,1924NIlRoute83,60073
13480,"('KFC',)",hotdogs,440WRollinsRd,60073
13481,"('Eggspress Cafe',)",newamerican,651RailroadAve,60073
13482,"(""Wendy's"",)",burgers,210ERollinsRd,60073
13483,"('Subway',)",sandwiches,928ERollinsRd,60073
13484,"('MOD Pizza',)",hotdogs,6447GrandAve,60031
13485,"('Leo’s Chicago Grill',)",hotdogs,34491NOldWalnutCir,60031
13486,"('Popeyes Gurnee',)",hotdogs,6593GrandAvenue,60031
13487,"('KFC',)",hotdogs,1504NationsDr,60031
13488,"(""Jimmy John's"",)",sandwiches,5250GrandAve,60031
13489,"('Charleys Cheesesteaks',)",sandwiches,6170GrandAve,60031
13490,"(""McDonald's"",)",hotdogs,5555GrandAve,60031
13491,"('Honey Baked Ham Company',)",meats,4949GrandAvenue8,60031
13492,"('Panera Bread',)",sandwiches,6440GrandAve,60031
13493,"('Noodles & Company',)",salad,6681GrandAve,60031
13494,"('Golden Corral Buffet & Grill',)",tradamerican,1455NDilleysRd,60031
13495,"(""Long John Silver's"",)",seafood,1504NationsDr,60031
13496,"(""McDonald's"",)",hotdogs,6380GrandAve,60031
13497,"('Olive Garden Italian Restaurant',)",italian,5590NorthridgeDr,60031
13498,"(""Wendy's"",)",burgers,6585GrandAve,60031
13499,"('Buffalo Wild Wings',)",sportsbars,6130Il132,60031
13500,"('Panda Express',)",chinese,7105GrandAve,60031
13501,"('El Burrito Bravo',)",mexican,1810NDelanyRd,60031
13502,"('Pizza Hut',)",pizza,533Hwy39North,51442
13503,"('Burger King',)",hotdogs,5300GrandAve,60031
13504,"(""McAlister's Deli"",)",salad,6557GrandAve,60031
13505,"('Yorkhouse Tavern & Table',)",burgers,4555WestYorkhouseRd,60083
13506,"('Johnny Rockets',)",burgers,542NRte21,60031
13507,"('Dairy Queen',)",icecream,401NRiversideDr,60031
13508,"('Strutters',)",hotdogs,56ParadeRt,60031
13509,"('Pizza Hut',)",chicken_wings,5326GrandAve,60031
13510,"(""Auntie Anne's"",)",pretzels,6170WGrandAve,60031
13511,"('Buffalo Wild Wings',)",tradamerican,3961FountainSquarePl,60085
13512,"(""Wendy's"",)",hotdogs,4150GroveAvenue,60031
13513,"(""Jimano's Pizzeria"",)",pizza,7010WGrandAve,60031
13514,"('Burger King',)",burgers,6170WGrandAve,60031
13515,"(""JB's Barbeque and Sports Bar"",)",bbq,542NRt21,60031
13516,"(""Stevens'"",)",tradamerican,401NRiversideDr,60031
13517,"(""McDonald's"",)",burgers,3900FountainSquarePl,60085
13518,"('Taco Bell',)",mexican,GurneeHillsMall,60031
13519,"('Red Lobster',)",seafood,6230GrandAve,60031
13520,"('Rainforest Cafe',)",tradamerican,6170WGrandAve,60031
13521,"(""McDonald's"",)",burgers,1275NDelanyRd,60031
13522,"('Subway',)",sandwiches,5101WashingtonSt,60031
13523,"('Fireside Bar and Grill',)",tradamerican,875AlmondRd,60031
13524,"('Veloce Wood-Fired Pizze',)",pizza,1450ParkAveW,60035
13525,"(""Jimmy John's"",)",delis,332SkokieValleyRd,60035
13526,"(""McDonald's"",)",hotdogs,200SkokieBlvd,60062
13527,"('Dairy Queen Orange Julius',)",icecream,600CentralAve,60035
13528,"('Taco Vida',)",mexican,469LakeCookRd,60015
13529,"('Burger King',)",burgers,90SkokieValleyHwy,60035
13530,"('MOD Pizza',)",pizza,70SWaukeganRd,60015
13531,"(""Max's Delicatessen & Restaurant"",)",delis,191SkokieValleyRd,60035
13532,"(""Jersey Mike's Subs"",)",delis,190WaukeganRd,60015
