,Name,Type,Address,Zip Code
2713,"('sweetgreen',)",salad,4718AdmiraltyWay,90292
2714,"('Poke Bar',)",poke,12350WashingtonPl,90066
2715,"(""Ike's Love & Sandwiches"",)",sandwiches,3895OverlandAve,90232
2716,"(""Tumby's Pizza"",)",pizza,1041WManchesterBlvd,90301
2717,"(""Mario's Pizza"",)",pizza,4510InglewoodBlvd,90230
2718,"('Chipotle Mexican Grill',)",mexican,4114SepulvedaBlvd,90230
2719,"(""Aliki's Greek Taverna"",)",greek,5862ArborVitaeSt,90045
2720,"('WaBa Grill',)",hotdogs,4432SlausonAve,90270
2721,"(""Chronis' Famous Sandwich Shop"",)",hotdog,5825WhittierBlvd,90022
2722,"('Jolly Boy Burgers',)",burgers,6832GageAve,90201
2723,"('El Pollo Loco',)",hotdogs,4501SlausonAve,90270
2724,"('WaBa Grill',)",hotdogs,5211EWashingtonBlvd,90040
2725,"('Basket Burger Cafe',)",tradamerican,1264SAtlanticBlvd,90022
2726,"('Panda Bowl',)",chinese,7276AtlanticAve,90201
2727,"(""Rally's"",)",burgers,3234EastFlorence,90255
2728,"('Cemitas Poblanas En Bell',)",mexican,4221EFlorenceAve,90201
2729,"(""Jim's Burgers"",)",mexican,4010EGageAve,90201
2730,"('Blaze Pizza',)",salad,4809FirestoneBlvd,90280
2731,"('Yoshinoya',)",japanese,4407SlausonAvenue,90270
2732,"('Tacos Gavilan',)",mexican,4406FlorenceAve,90201
2733,"(""Uncle Henry's Deli"",)",delis,7400FlorenceAve,90240
2734,"('LA Buns',)",hotdogs,82372ndSt,90241
2735,"('WaBa Grill',)",asianfusion,6939EasternAve,90201
2736,"(""John's Burgers"",)",burgers,6537WhittierBlvd,90022
2737,"('Subway',)",sandwiches,6939BEasternAve,90201
2738,"('Jack in the Box',)",burgers,4290EOlympicBlvd,90023
2739,"(""Jim's Burgers"",)",burgers,8050AtlanticAve,90201
2740,"('Rajas con Crema',)",mexican,3630SlausonAve,90270
2741,"('KFC',)",hotdogs,4025SlausonAve,90270
2742,"(""Wendy's"",)",burgers,4148FlorenceAve,90201
2743,"('Taco Bell',)",mexican,5406WhittierBlvd,90022
2744,"('Toms Burgers',)",burgers,6484FlorenceAve,90201
2745,"(""Fatima's Grill"",)",lebanese,7840FirestoneBlvd,90241
2746,"('Tacos Gavilan',)",mexican,5800FirestoneBlvd,90280
2747,"('El Pollo Loco',)",hotdogs,5160EOlympicBlvd,90022
2748,"('Taco Bell',)",hotdogs,7500AtlanticAve,90201
2749,"('Chipotle Mexican Grill',)",hotdogs,150CitadelDr,90040
2750,"('Chipotle Mexican Grill',)",mexican,4709FirestoneBlvd,90280
2751,"('In-N-Out Burger',)",hotdogs,8767FirestoneBlvd,90241
2752,"('Culichi Town - Bell',)",sushi,6638AtlanticAve,90201
2753,"('Montebello Pho & Sandwich',)",vietnamese,2456WWhittierBlvd,90640
2754,"('The Garden Spot',)",tradamerican,4852SEasternAve,90040
2755,"('Jack in the Box',)",burgers,3700ESlausonAve,90270
2756,"('Primo Burgers',)",burgers,3427SlausonAve,90270
2757,"('Panda Express',)",chinese,7000EasternAve,90201
2758,"('Pizza Hut',)",pizza,7000AtlanticAve,90201
2759,"('Tacos Ensenada',)",tacos,8020AtlanticAve,90201
2760,"('Xris Burgers',)",burgers,5243EWashingtonBlvd,90040
2761,"('T & A Taco',)",mexican,7707WilcoxAve,90201
2762,"('El Pollo Loco',)",hotdogs,7519SAtlanticAve,90201
2763,"('La Casita Mexicana',)",mexican,4030EGageAve,90201
2764,"('Jack in the Box',)",hotdogs,8920AtlanticAve,90280
2765,"('Commerce Cafe',)",cafes,6131TelegraphRd,90040
2766,"('Taco Bell',)",mexican,3701SlausonAve,90270
2767,"('Wienerschnitzel',)",hotdogs,1002SouthAtlantic,90022
2768,"('Subway',)",sandwiches,6420GageAve,90201
2769,"('Jack in the Box',)",hotdogs,4525FlorenceAve,90201
2770,"('LA Buns & Company',)",burgers,8787SantaMonicaBlvd,90069
2771,"('Nick the Greek',)",greek,10959KinrossAve,90024
2772,"('Chipotle Mexican Grill',)",hotdogs,8420BeverlyBlvd,90048
2773,"('Tender Greens',)",newamerican,1109GlendonAve,90024
2774,"('Baja Fresh Mexican Grill',)",mexican,8495W3rdSt,90048
2775,"(""Carney's Express Limited"",)",burgers,12601VenturaBlvd,91604
2776,"('Five Guys',)",burgers,12930VenturaBlvd,91604
2777,"('Tender Greens',)",newamerican,10250SantaMonicaBlvd,90067
2778,"(""Lamonica's NY Pizza"",)",pizza,1066GayleyAve,90024
2779,"(""Caffe Dell'arte"",)",coffee,428NBedfordDr,90210
2780,"('Italian Express',)",pizza,10845LindbrookDr,90024
2781,"('California Pizza Kitchen at Beverly Hills',)",pizza,207SBeverlyDr,90212
2782,"('Gracias Madre - West Hollywood',)",mexican,8905MelroseAve,90069
2783,"('Estiatorio Louká',)",greek,340NCanonDr,90210
2784,"(""Sharky's Woodfired Mexican Grill"",)",mexican,12905VenturaBlvd,91604
2785,"('Tocaya - Beverly Center',)",mexican,8500BeverlyBlvd,90048
2786,"('Lemonade - Studio City',)",newamerican,12401VenturaBlvd,91604
2787,"(""Jersey Mike's Subs"",)",sandwiches,1020GlendonAve,90024
2788,"('Fresh Corn Grill',)",newamerican,1266WestwoodBlvd,90024
2789,"(""Domino's Pizza"",)",pizza,902NLaCienegaBlvd,90069
2790,"('24 Hot Chicken & Waffle Bar',)",chicken_wings,12048VenturaBlvd,91604
2791,"('The Cheesecake Factory - Beverly Hills',)",desserts,364NBeverlyDr,90210
2792,"('California Pizza Kitchen at Westfield Century City',)",pizza,10250SantaMonicaBlvd,90067
2793,"('Bella Pita',)",mideastern,960GayleyAve,90024
2794,"('Papa Johns Pizza',)",pizza,1301WestwoodBlvd,90024
2795,"('Johnny Rockets',)",burgers,100NLaCienegaBlvd,90048
2796,"('Mendocino Farms',)",sandwiches,11960VenturaBlvd,91604
2797,"('Gogobop - Korean Rice Bar',)",korean,1059BroxtonAve,90024
2798,"('Chipotle Mexican Grill',)",hotdogs,10250SantaMonicaBlvd,90067
2799,"('Slice Of LA',)",pizza,12747VenturaBlvd,91604
2800,"(""Walter's Cafe"",)",breakfast_brunch,153SBeverlyDr,90212
2801,"('Tocaya - Westwood',)",mexican,1122GayleyAve,90024
2802,"('CAVA',)",mediterranean,1073BroxtonAve,90024
2803,"('Umami Burger',)",newamerican,233SBeverlyDr,90212
2804,"('Kitchen24',)",breakfast_brunch,8575SantaMonicaBlvd,90069
2805,"('IHOP',)",tradamerican,8461SantaMonicaBlvd,90069
2806,"('Subway',)",sandwiches,9907SSantaMonicaBlvd,90212
2807,"('Fresh Brothers - West Hollywood',)",salad,8613SantaMonicaBlvd,90069
2808,"('Taco Bell',)",mexican,3562SLaCienegaBlvd,90095
2809,"('Lucifers Pizza',)",chicken_wings,11266VenturaBlvd,91406
2810,"('Insomnia Cookies',)",desserts,8951SantaMonicaBlvd,90069
2811,"(""Denny's"",)",diners,1060TivertonAve,90024
2812,"('Panda Express',)",chinese,308WestwoodPlaza,90024
2813,"('MIRAME',)",mexican,419NCanonDr,90210
2814,"('Philly Pizza & Grill',)",pizza,8500WOlympicBlvd,90035
2815,"('BOA Steakhouse',)",steak,9200SunsetBlvd,90069
2816,"('Taco Bell',)",hotdogs,308WestwoodPlz,90024
2817,"('Munch Box',)",hotdogs,44412NLaCienegaBlvd,90048
2818,"(""Baby's Badass Burgers"",)",burgers,,90069
2819,"('Subway',)",sandwiches,233SLaCienegaBlvd,90211
2820,"('VOWburger',)",burgers,519NFairfaxAve,90036
2821,"('Astro Burger',)",burgers,7475SantaMonicaBlvd,90046
2822,"('The Honor Bar',)",bars,122SBeverlyDr,90212
2823,"('The Holy Grill Restaurant',)",kosher,8975WPicoBlvd,90035
2824,"('Shake Shack',)",tradamerican,10250SantaMonicaBlvd,90067
2825,"('Chicas Tacos',)",mexican,8312W3rdSt,90048
2826,"('Johnny Rockets',)",burgers,100NLaCienegaBlvd,90048
2827,"('KFC',)",hotdogs,5925W3rdSt,90036
2828,"('Birdies',)",donuts,7900SantaMonicaBlvd,90046
2829,"('Baja Fresh Mexican Grill',)",mexican,8495W3rdSt,90048
2830,"('Fresh Corn Grill',)",pizza,8714SantaMonicaBlvd,90069
2831,"('Falafel Queen',)",mideastern,5101WPicoBlvd,90019
2832,"('Top Round Roast Beef',)",sandwiches,1000SLaBreaAve,90019
2833,"('Chick-fil-A',)",hotdogs,6750WSunsetBlvd,90028
2834,"('Fresh Brothers Pizza Beverly Hills',)",pizza,250SBeverlyDr,90212
2835,"(""Jeff's Gourmet Sausage Factory"",)",kosher,8930WPicoBlvd,90035
2836,"('LA Buns & Company',)",burgers,8787SantaMonicaBlvd,90069
2837,"('Burgers 99',)",burgers,131SLaBreaAve,90036
2838,"(""McDonald's"",)",burgers,1845SLaCienegaBlvd,90035
2839,"('Mendocino Farms',)",sandwiches,175SFairfaxAve,90036
2840,"('Taco Bell',)",hotdogs,2628SRobertsonBlvd,90034
2841,"('Jack in the Box',)",burgers,1243NHighlandAve,90038
2842,"('Chipotle Mexican Grill',)",hotdogs,8420BeverlyBlvd,90048
2843,"('Urth Caffé-Beverly Hills',)",coffee,267SBeverlyDr,90212
2844,"(""Wendy's"",)",burgers,7135SunsetBlvd,90046
2845,"('Popeyes Louisiana Kitchen',)",hotdogs,3050SLaBreaAve,90016
2846,"('El Chato Taco Truck',)",mexican,5300WOlympicBlvd,90019
2847,"('Eggslut',)",breakfast_brunch,8500BeverlyBlvd,90048
2848,"('Honeybee Burger Mid-City',)",vegan,345NorthLaBreaAve,90036
2849,"(""Sharky's Woodfired Mexican Grill"",)",mexican,435NBeverlyDr,90210
2850,"(""Nate'n Al's"",)",delis,414NBeverlyDr,90210
2851,"(""Judi's Deli"",)",delis,433NBedfordDr,90210
2852,"('Chipotle Mexican Grill',)",mexican,110SFairfaxAve,90036
2853,"(""McDonald's"",)",coffee,1133NLaBreaAve,90038
2854,"(""Lucy's Drive In"",)",seafood,1373SLaBreaAve,90019
2855,"(""Jimmy John's"",)",sandwiches,168SBeverlyDr,90212
2856,"(""Benny's Tacos & Rotisserie Chicken - Culver City"",)",mexican,10401VeniceBlvd,90232
2857,"('Del Taco',)",tex-mex,2060SLaCienegaBlvd,90034
2858,"('Del Taco',)",hotdogs,3704RobertsonBlvd,90232
2859,"('Subway',)",sandwiches,8859SunsetBlvd,90069
2860,"('Chick-fil-A',)",hotdogs,10250SantaMonicaBlvd,90067
2861,"('Hot Wings Cafe',)",chicken_wings,7011MelroseAve,90038
2862,"('Otro Dia Tacos  Barra De Tacos En LA',)",mexican,9911SSantaMonicaBlvd,90212
2863,"('EGG TUCK',)",breakfast_brunch,7131WSunsetBlvd,90046
2864,"(""Uncle Paulie's"",)",delis,8053W3rdSt,90048
2865,"(""Wendy's"",)",burgers,9036VeniceBlvd,90232
2866,"('Tocaya - West Hollywood',)",mexican,8720WSunsetBlvd,90069
2867,"('Kitchen24',)",breakfast_brunch,8575SantaMonicaBlvd,90069
2868,"('The Stand',)",newamerican,2000AveoftheStars,90067
2869,"('LA Burger Bar',)",burgers,8581WPicoBlvd,90035
2870,"(""Wendy's"",)",burgers,9036VeniceBlvd,90232
2871,"('Blazin’ Birds',)",chickenshop,6246WilshireBlvd,90048
2872,"('The Apple Pan',)",burgers,10801WPicoBlvd,90064
2873,"('Mickey Fine Grill',)",breakfast_brunch,433NRoxburyDr,90210
2874,"('China Combo',)",chinese,1080SLaCienegaBlvd,90035
2875,"('Taco Limon',)",mexican,1925CenturyParkE,90067
2876,"('KFC',)",chicken_wings,10501WPicoBlvd,90064
2877,"(""Jersey Mike's Subs"",)",sandwiches,6361WilshireBlvd,90048
2878,"(""Jimmy John's"",)",sandwiches,168SBeverlyDr,90212
2879,"(""Monty's Good Burger"",)",burgers,3849MainSt,90232
2880,"('Taco Bell',)",hotdogs,10937WeyburnAve,90024
2881,"('NeighborHOOD Cafe',)",sandwiches,9464CharlevilleBlvd,90212
2882,"('Wingstop',)",chicken_wings,8985VeniceBlvd,90034
2883,"(""Byrdie's Rotisserie"",)",chickenshop,8030W3rdSt,90048
2884,"('Kogi Taqueria',)",mexican,3434OverlandAve,90034
2885,"('Fresh Corn Grill',)",pizza,8714SantaMonicaBlvd,90069
2886,"('Trimana',)",newamerican,9100WilshireBlvd,90212
2887,"('Jack in the Box',)",burgers,465SFairfaxAve,90036
2888,"('Baja California Tacos',)",seafood,10831VeniceBlvd,90034
2889,"('Del Taco',)",hotdogs,3704RobertsonBlvd,90232
2890,"(""Eduardo's Border Grill"",)",mexican,1830WestwoodBlvd,90025
2891,"('Black Sheep Burgers',)",burgers,11313MississippiAve,90025
2892,"(""Marty's Hamburger Stand"",)",burgers,10558WPicoBlvd,90064
2893,"('zpizza',)",pizza,8869SantaMonicaBlvd,90069
2894,"('Estiatorio Louká',)",greek,340NCanonDr,90210
2895,"(""McDonald's"",)",burgers,1845SLaCienegaBlvd,90035
2896,"('Tender Greens',)",newamerican,10250SantaMonicaBlvd,90067
2897,"('NORMS Restaurant',)",diners,470NLaCienegaBlvd,90048
2898,"('Eggslut',)",breakfast_brunch,8500BeverlyBlvd,90048
2899,"('Corner Bakery',)",salad,100NLaCienegaBlvd,90048
2900,"('The Cheesecake Factory - Beverly Hills',)",desserts,364NBeverlyDr,90210
2901,"(""Factor's Famous Deli"",)",delis,9420WPicoBlvd,90035
2902,"('Poquito Mas',)",mexican,2215WestwoodBlvd,90025
2903,"('The Carving Board',)",sandwiches,11676GatewayBlvd,90064
2904,"('Shalom Grill',)",kosher,9340WPicoBlvd,90035
2905,"(""Caffe Dell'arte"",)",coffee,428NBedfordDr,90210
2906,"('Fatburger',)",burgers,11090SantaMonicaBlvd,90025
2907,"('Poutine Brothers',)",poutineries,9626VeniceBlvd,90232
2908,"('Burger King',)",burgers,3520SepulvedaBlvd,90034
2909,"('Del Taco',)",tex-mex,2060SLaCienegaBlvd,90034
2910,"('California Pizza Kitchen at Beverly Hills',)",pizza,207SBeverlyDr,90212
2911,"('La Esquina',)",mexican,8905VeniceBlvd,90034
2912,"('Baja Fresh Mexican Grill',)",mexican,8495W3rdSt,90048
2913,"('Birdies',)",donuts,7900SantaMonicaBlvd,90046
2914,"('Chipotle Mexican Grill',)",hotdogs,10250SantaMonicaBlvd,90067
2915,"('Los Tacos',)",mexican,7954SantaMonicaBlvd,90046
2916,"(""Big Tomy's"",)",burgers,11289WPicoBlvd,90064
2917,"('Chipotle Mexican Grill',)",hotdogs,8420BeverlyBlvd,90048
2918,"('Burrata House',)",sandwiches,3272MotorAve,90034
2919,"(""Carl's Jr"",)",hotdogs,308WestwoodPlz,90095
2920,"('Panda Express',)",chinese,1000EVictoriaAvenue,90747
2921,"('Panda Express',)",chinese,2187WRosecransAve,90222
2922,"('Louisiana Fried Chicken',)",hotdogs,1950WRosecransAve,90220
2923,"(""Tom's Super Burgers"",)",mexican,555EAlondraBlvd,90248
2924,"('Panda Express',)",chinese,20700AvalonBlvd,90746
2925,"('Yoshinoya',)",hotdogs,101ECarsonSt,90745
2926,"('Chick-fil-A',)",hotdogs,20501AvalonBlvd,90746
2927,"(""McDonald's"",)",coffee,101SCompton,90220
2928,"('Happy Boy Grill',)",burgers,2800EDelAmoBlvd,90221
2929,"('Chipotle Mexican Grill',)",mexican,20420AvalonBlvd,90746
2930,"('Fabulous Grill On Main Street',)",tradamerican,14845SMainSt,90248
2931,"('El Pollo Loco',)",mexican,101EComptonBlvd,90220
2932,"('Popeyes Louisiana Kitchen',)",hotdogs,1495NWilmingtonAve,90222
2933,"('Panera Bread',)",sandwiches,20700AvalonBoulevard,90746
2934,"(""McDonald's"",)",hotdogs,901SLongBeachBlvd,90221
2935,"('Alea Cafe Long Beach',)",burgers,2705ECarsonSt,90810
2936,"(""Dickey's Barbecue Pit"",)",bbq,116EComptonBlvd,90220
2937,"('Taco Bell',)",hotdogs,1914WRosecransAve,90220
2938,"('Jack in the Box',)",burgers,20423AvalonBlvd,90746
2939,"(""Jimmy John's"",)",sandwiches,2236SCentralAve,90220
2940,"('Taco Bell',)",hotdogs,12800SFigueroaSt,90061
2941,"('Wienerschnitzel',)",hotdog,1300EastRosecransAve,90221
2942,"('KFC',)",hotdogs,221SLongBeachBlvd,90221
2943,"('Popeyes Louisiana Kitchen',)",chicken_wings,12622LongBeachBlvd,90262
2944,"('Wingstop',)",chicken_wings,2215WRosecransAve,90222
2945,"('El Antojito',)",mexican,16717SFigueroaSt,90248
2946,"(""Jersey Mike's Subs"",)",delis,20420SAvalonBlvd,90746
2947,"('Subway',)",sandwiches,17401AvalonBlvd,90746
2948,"('Jack in the Box',)",hotdogs,701ERosecransAve,90221
2949,"('Wingstop',)",chicken_wings,20700SAvalonBlvd,90746
2950,"('El Pollo Loco',)",hotdogs,12800AvalonBlvd,90061
2951,"(""Pronto's Burgers"",)",mexican,110WElSegundoBlvd,90061
2952,"('Hoops Deli',)",delis,17243SMainSt,90248
2953,"('Subway',)",sandwiches,159EComptonBlvd,90221
2954,"(""Jay Bee's Bar-B-Q"",)",bbq,15911SAvalonBlvd,90247
2955,"(""Church's Chicken"",)",hotdogs,217NorthCentral,90220
2956,"('Pizza Hut',)",pizza,153EComptonBlvd,90220
2957,"('Los Tres Pollos',)",mexican,525ERosecransAve,90221
2958,"('WaBa Grill',)",hotdogs,514TorranceBlvd,90745
2959,"('Yoshinoya',)",japanese,152EComptonBlvd,90220
2960,"('Fabulous Burger',)",burgers,302WGardenaBlvd,90248
2961,"(""Belly's Sliders & Wings"",)",catering,None,90220
2962,"(""Leo's Charbroiled Burgers"",)",burgers,701EAlondraBlvd,90221
2963,"('Grill City',)",filipino,131WCarsonSt,90745
2964,"('Golden Express & Donuts',)",chinese,2717ECarsonSt,90810
2965,"('Golden Bird Chicken',)",hotdogs,13505AvalonBlvd,90061
2966,"(""Carl's Jr"",)",hotdogs,1400ERosecransAve,90221
2967,"('Uncle Rolly’s',)",asianfusion,860ECarsonSt,90745
2968,"('Pura Vida Mexican Food',)",halal,238WCarsonSt,90745
2969,"('Jack in the Box',)",hotdogs,12735SMainSt,90061
2970,"(""Carl's Jr"",)",hotdogs,1400ERosecransAve,90221
2971,"('El Pollo Loco',)",hotdogs,5386CherryAve,90805
2972,"('Tacos El Tapatio',)",mexican,4929ParamountBlvd,90712
2973,"('Los 3 Pollos',)",chickenshop,2706ESouthSt,90805
2974,"('Charo Chicken',)",chickenshop,4846ParamountBlvd,90712
2975,"('Happy Boy Grill',)",burgers,2800EDelAmoBlvd,90221
2976,"('Popeyes Louisiana Kitchen',)",chicken_wings,12622LongBeachBlvd,90262
2977,"('Wienerschnitzel',)",hotdogs,3012EastArtesiaBlvd,90805
2978,"(""Dickey's Barbecue Pit"",)",bbq,116EComptonBlvd,90220
2979,"('Sticky Icky Funnel Cakes',)",juicebars,901EArtesiaBlvd,90805
2980,"('Douglas Burgers',)",burgers,6150CherryAve,90805
2981,"('Los Eduardos Restaurant',)",mexican,5428LongBeachBlvd,90899
2982,"(""Carl's Jr"",)",burgers,2710DelAmo,90712
2983,"('Wendy’s',)",hotdogs,6620AtlanticAve,90805
2984,"('MOD Pizza',)",hotdogs,4230LongBeachBlvd,90807
2985,"('KFC',)",hotdogs,4528AtlanticAve,90807
2986,"('Balam Mexican Kitchen',)",mexican,11700LongBeachBlvd,90262
2987,"('Burger King',)",burgers,5540CherryAve,90805
2988,"(""Ferraro's On The Hill"",)",italian,901WVictoriaSt,90220
2989,"('Primo Burgers Number 5',)",diners,12534AtlanticAve,90262
2990,"('El Pollo Loco',)",mexican,101EComptonBlvd,90220
2991,"(""Chico's Pizza Parlor"",)",pizza,12120LongBeachBlvd,90262
2992,"(""Tam's Burgers No 9"",)",burgers,11816LongBeachBlvd,90262
2993,"(""Tom's Jr"",)",burgers,1725NLongBeachBlvd,90280
2994,"('Popeyes Louisiana Kitchen',)",chicken_wings,13745ParamountBlvd,90280
2995,"('Los Tres Pollos',)",mexican,525ERosecransAve,90221
2996,"(""McDonald's"",)",coffee,101SCompton,90220
2997,"(""Don's Fish and Chicken"",)",seafood,6178LongBeachBlvd,90805
2998,"(""Carl's Jr"",)",burgers,16229ParamountBlvd,90723
2999,"('Apollo Burgers',)",burgers,21239SWilmingtonAve,90745
3000,"('Tacos Guadalajara',)",mexican,5535LongbeachBlvd,90805
3001,"('Taqueria La Frontera',)",mexican,2100NSantaFeAve,90222
3002,"('Jack in the Box',)",hotdogs,701ERosecransAve,90221
3003,"('Yoshinoya',)",japanese,152EComptonBlvd,90220
3004,"(""McDonald's"",)",hotdogs,5860CherryAve,90805
3005,"(""Church's Chicken"",)",hotdogs,1415ERosecrans,90222
3006,"('Los Sombreros Restarant',)",mexican,609NLongBeachBlvd,90221
3007,"(""Domino's Pizza"",)",pizza,821SLongBeachBlvd,90221
3008,"(""Church's Chicken"",)",hotdogs,5801CherryAve,90805
3009,"('Pizza Hut',)",pizza,153EComptonBlvd,90220
3010,"('Pizza Hut',)",pizza,4558AtlanticAve,90807
3011,"(""Mama Mia's Pizza"",)",pizza,2616CandlewoodSt,90712
3012,"('WaBa Grill',)",hotdogs,15754ParamountBlvd,90723
3013,"('Del Taco',)",mexican,1641SAlamedaSt,90220
3014,"('Los Kuinitos',)",mexican,6129CherryAve,90805
3015,"('Tacos El Fogon',)",foodtrucks,,90805
3016,"('Wingstop',)",chicken_wings,6792CherryAve,90805
3017,"('Subway',)",sandwiches,159EComptonBlvd,90221
3018,"('Sunny Express Gourmet Fast food',)",mexican,306WComptonBlvd,90220
3019,"('El Pollo Dorado',)",mexican,1301ERosecransAve,90221
3020,"('Wingstop',)",chicken_wings,2215WRosecransAve,90222
3021,"('Teriburger',)",burgers,3483MartinLutherKingJrBlvd,90262
3022,"(""Bobo's Hamburgers"",)",breakfast_brunch,3390EImperialHwy,90262
3023,"('Wingstop',)",chicken_wings,1641SAlamedaSt,90220
3024,"('Eatgud Cafe',)",cafes,3008TweedyBlvd,90280
3025,"(""Dickey's Barbecue Pit"",)",bbq,116EComptonBlvd,90220
3026,"('Panda Express',)",chinese,1641SouthAlamedaStreet,90220
3027,"(""Carl's Jr"",)",hotdogs,3621EImperialHwy,90262
3028,"('El Pollo Loco',)",mexican,101EComptonBlvd,90220
3029,"('Taco Bell',)",mexican,11255LongBeachBlvd,90262
3030,"('A & T Burgers',)",burgers,11318AvalonBlvd,90061
3031,"(""Wendy's"",)",hotdogs,3297TweedyBlvd,90280
3032,"('Burger King',)",burgers,1673103rdSt,90002
3033,"('Wing Legends & Boba Blends',)",chicken_wings,1110SLongBeachBlvd,90221
3034,"('Lucky Star Cafe',)",mexican,17209CentralAve,90746
3035,"('Fatburger',)",burgers,501AlbertoniSt,90746
3036,"(""McDonald's"",)",burgers,11170LongBeachBlvd,90262
3037,"('El Pollo Loco',)",mexican,11118LongBeachBlvd,90262
3038,"(""McDonald's"",)",hotdogs,1160ERosecransAve,90059
3039,"('Hacienda Mariana Mexican Restaurant',)",mexican,11035LongBeachBlvd,90262
3040,"('Subway',)",sandwiches,159EComptonBlvd,90221
3041,"(""Tom's Jr"",)",burgers,1725NLongBeachBlvd,90280
3042,"(""Tom's Junior Burger"",)",diners,245EElSegundoBlvd,90061
3043,"('WaBa Grill',)",asianfusion,2234SCentralAve,90220
3044,"('Wingstop',)",chicken_wings,10007SCentralAve,90002
3045,"('Taco Pete',)",mexican,12007SCentralAve,90059
3046,"('Pizza Hut',)",pizza,153EComptonBlvd,90220
3047,"(""Lucy's Restaurant"",)",tradamerican,10701LongBeachBlvd,90262
3048,"(""Albert's Mexican Food"",)",mexican,3300FirestoneBlvd,90280
3049,"(""McDonald's"",)",hotdogs,901SLongBeachBlvd,90221
3050,"('KFC',)",hotdogs,221SLongBeachBlvd,90221
3051,"(""Tom's Super Burgers"",)",mexican,555EAlondraBlvd,90248
3052,"('Taco Bell',)",mexican,9919SouthAvalonBlvd,90003
3053,"('Los Sombreros Restarant',)",mexican,609NLongBeachBlvd,90221
3054,"('Popeyes',)",hotdogs,1495NWilmingtonAve,90222
3055,"('Louisiana Famous Fried Chicken',)",chicken_wings,9101SCentralAve,90002
3056,"(""Tom's Famous 5 - Lynwood"",)",burgers,3635EImperialHwy,90262
3057,"('Jack in the Box',)",hotdogs,11400SFigueroaSt,90061
3058,"('La Michoacana Queen',)",icecream,810WRosecransAve,90221
3059,"(""Church's Chicken"",)",hotdogs,1415ERosecrans,90222
3060,"(""Tom's Jr"",)",burgers,9901LongBeachBlvd,90262
3061,"('Panda Express',)",chinese,501EAlbertoniStreet,90746
3062,"('El Potrero Restaurant',)",mexican,810WRosecransAve,90222
3063,"('Del Taco',)",mexican,17504AvalonBlvd,90746
3064,"('Burger King',)",burgers,1090FremontBlvd,93955
3065,"('Golden Burger',)",burgers,6380LongBeachBlvd,90805
3066,"(""Church's Chicken"",)",hotdogs,217NorthCentral,90220
3067,"('El Pollo Dorado',)",mexican,1301ERosecransAve,90221
3068,"(""Leo's Charbroiled Burgers"",)",burgers,701EAlondraBlvd,90221
3069,"('Papa Johns Pizza',)",pizza,206EComptonBlvd,90220
3070,"('Del Taco',)",mexican,8651LaTijeraBlvd,90045
3071,"(""Harvey's Sandwich Shop"",)",sandwiches,3503MotorAve,90034
3072,"('Panda Express',)",chinese,6802SLaCienegaBlvd,90302
3073,"('QDOBA Mexican Eats',)",mexican,6000SepulvedaBlvd,90230
3074,"('Taco Bell',)",hotdogs,12011VeniceBlvd,90066
3075,"('Mono Poke',)",hawaiian,8800SSepulvedaBlvd,90045
3076,"(""McDonald's"",)",hotdogs,10623VeniceBlvd,90034
3077,"('El Pollo Loco',)",mexican,12860WWashingtonBlvd,90230
3078,"(""Maria's Ricos Tacos"",)",breakfast_brunch,613WManchesterBlvd,90301
3079,"('Chipotle Mexican Grill',)",mexican,6150WSlausonAve106,90230
3080,"(""Big Tomy's"",)",burgers,11289WPicoBlvd,90064
3081,"('The Apple Pan',)",burgers,10801WPicoBlvd,90064
3082,"(""Jersey Mike's Subs"",)",sandwiches,4114SepulvedaBlvd,90230
3083,"('Wingstop',)",chicken_wings,4040SCentinelaAve,90066
3084,"('Wienerschnitzel',)",hotdogs,4714WestSlauson,90056
3085,"('CAVA',)",mediterranean,9343CulverBlvd,90232
3086,"('Quiznos',)",sandwiches,6257BristolPkwy,90230
3087,"('Chick-fil-A',)",chickenshop,2310SLaCienegaBlvd,90034
3088,"(""Big Daddy's Kickin Chicken"",)",chickenshop,214ENutwoodSt,90301
3089,"('Tapatia Mexican Food',)",mexican,4506InglewoodBlvd,90230
3090,"(""McDonald's"",)",burgers,6904LaTijeraBlvd,90045
3091,"('Burger King',)",burgers,3520SepulvedaBlvd,90034
3092,"(""Fatburger & Buffalo's Express"",)",burgers,3342SLaCienegaBlvd,90016
3093,"(""Ike's Love & Sandwiches"",)",sandwiches,3895OverlandAve,90232
3094,"('Pinches Tacos',)",mexican,8665WashingtonBlvd,90232
3095,"(""Bravo's Charburgers"",)",burgers,500WManchesterBlvd,90301
3096,"('Burrata House',)",sandwiches,3272MotorAve,90034
3097,"('Chipotle Mexican Grill',)",mexican,9512CulverBlvd,90232
3098,"('Tacomiendo',)",mexican,4502InglewoodBlvd,90230
3099,"(""Tom's Number 5 Chiliburgers"",)",burgers,9004VeniceBlvd,90232
3100,"('Buffalo Wild Wings',)",chicken_wings,6081CenterDr,90045
3101,"('Chipotle Mexican Grill',)",mexican,4114SepulvedaBlvd,90230
3102,"('Louisiana Famous Fried Chicken',)",cajun,5818RodeoRd,90060
3103,"('Hamburger Habit',)",burgers,11223NationalBlvd,90064
3104,"('Mykonos Greek Grill',)",greek,11164WashingtonBlvd,90232
3105,"(""Paco's Tacos"",)",mexican,4141SCentinelaAve,90066
